,type,news
1202,business,dixons group plc buys cyclops shares now owns pct 
1203,business,dixons boosts cyclops cyl ownership to pct dixons group plc said it bought about cyclops corp common shares boosting its holdings of the company s stock to about pct of those now outstanding and pct on a fully diluted basis dixons said the stock was purchased in a single block transaction at dlrs per share the company said it expects to proceed with a merger and has advised cyclops it intends to increas the per share amount to be paid in the merger to dlrs form dlrs for each of the about remaining cyclops shares outstanding on a fully diluted basis reuter 
1204,business,metropolitan financial mpc to acquire company metropolitan financial corp said it signed an agreement to acquire the stock of closely held rothschild financial corp st paul minn details of the purchase were withheld it said rothschild in originated mln dlrs of mortgage loans and its loan servicing portfolio stands at billion dlrs officials of both companies estimated their combined efforts could produce originations of mln dlrs and a loan servicing portfolio well over billion dlrs by yearend reuter 
1205,business,hanson trust han u s arm sells chemical unit hanson trust plc han said its u s subsidiary hanson industries sold pcr inc a specialty chemicals unit for mln dlrs in cash to chemical partners inc hanson industries said it acquired pcr inc in as part of its purchase of scm corp pcr inc posted an operating loss in of dlrs on sales of mln dlrs the company said reuter 
1206,business,elders extends offer for carling o keefe ckb elders ixl ltd of australia said wholly owned ixl holdings canada inc extended its previously announced offer to acquire all outstanding shares of carling o keefe ltd to midnight april from march the dlr a share offer is being extended for elders to obtain canadian federal government approval for the acquisition of control of carling elders said its application to investment canada is still being processed under normal review procedures up to march shares or pct of carling s stock has been deposited under the offer elders said elders also said it arranged for a credit facility of up to mln dlrs shared equally between two canadian banks which would be available to acquire shares under the offer reuter 
1207,business,multivest mvst ends merger talks sets purchase multivest corp said it has ended talks on oryx capital corp s possible acqusition of multivest and is starting an offer of dlrs a share for all the oustanding shares of t b c industries inc multivest said its t b c tender offer is scheduled to expire april reuter 
1208,business,restaurant associates ra a sets st qtr gain restaurant associates industries inc said it expects to record a pretax gain of mln dlrs in the first quarter from the sale and lease of real estate the company said it received a mln dlrs partial payment in connection with the sale of property in manhattan and an additional one mln dlrs for early termination of the lease for its headquarters which was relocated in february the outstanding balance of about mln dlrs on the sale of the property will be paid at closing scheduled for sept it said in the first quarter ended march restaurant associates reported net income of dlrs or seven cts a share on sales of mln dlrs reuter 
1209,business,hudson s bay to sell wholesale unit hudson s bay co said it signed a letter of intent to sell its hudson s bay wholesale unit to a private investment group terms were not disclosed the company said normal paul a member of the private investment group will head hudson s bay wholesale management the unit s existing management group headed by ron mcarthur will also participate in ownership the company said without elaborating the wholesale unit is a major distributor of tobacco confectionary and other products through wholesale and vending branches in canada sales were mln dlrs hudson s bay said the sale of its wholesaling unit is part of a program to concentrate financial and management resources on its core business of department stores and real estate reuter 
1210,business,safety kleen sk to buy mckesson mck unit safety kleen corp said it agreed in principle to acquire mckesson envirosystems co a subsidiary of mckesson corp it said mckesson envirosystems current annual gross revenues are about mln dlrs the company collects flammable solvents from its industrial customers for a fee after which it analyzes and processes the solvents before they are burned reuter 
1211,business,clearwater fine foods acquires channel foods clearwater fine foods inc a canadian company minority owned by hillsdown holdings plc of london has acquired channel foods ltd a cornwall england producer of chilled smoke fish and pate products hillsdown said privately held clearwater was sold for three mln stg the company said reuter 
1212,business,hanson trust to sell u s chemicals unit hanson trust plc hnsn l said its u s subsidiary hanson industries inc is to sell pcr inc a speciality chemicals unit for mln dlrs cash to chemical partners inc pcr had sales of mln dlrs in fiscal and an operating loss of dlrs reuter 
1213,business,investor paul bilzerian has pct pay n pak stake may seek control 
1214,business,lsb industries lsb agrees to acquire bank lsb industries inc said it agreed to acquire northwest federal savings and loan association for dlrs as part of the agreement lsb said it also would transfer assets valued of not less than mln dlrs to northwest federal which is located in woodward okla reuter 
1215,business,bilzerian may seek control of pay n pak pnp investor paul bilzerian disclosed he holds a pct stake in pay n pak stores inc common stock and is considering seeking control of the retail building material firm bilzerian said he and a tampa fla investment firm he controls called bicoastal financial corp may acquire additional shares or they may seek to acquire one or more positions on pay n pak s board of directors or to acquire a controlling interest in the company s shares by tender offer or otherwise the statement was made in a filing with the securities and exchange commission bilzerian said his course of action would depend on the company s prospects market conditions and other factors bilzerian said he and bicoastal made net purchases of shares on the new york stock exchange jan march his pct stake makes up a total of shares reuter 
1216,business,allegheny int l ag sells three overseas units allegheny international inc said it sold three overseas subsidiaries to reil corp ltd a north sydney australia investment group terms were not disclosed the units sold were sunbeam corp ltd australia sunbeam new zealand ltd and victa u k ltd the units make and distribute various products including lawn mowers small appliances and sheep shearing equipment they employ a total of about reuter 
1217,business,honeywell hon completes computer business sale honeywell inc said it has completed the sale of pct of its honeywell information systems his computer business to compagnie des machines bull of france and nec corp of japan for mln dlrs in cash honeywell said it will use much of the money to reduce short term debt incurred last december when the company purchased the sperry aerospace group honeywell said the sale of his has created a new dedicated computer company jointly owned by bull nec and honeywell the new privately held company named honeywell bull is pct owned by honeywell inc pct by bull and pct by nec the new company said honeywell added that terms of the agreement with nec and bull allow it to reduce its current pct stake in the new company to pct at the end of by selling just over half its shares to bull book value at the time will determine the move s pricing honeywell said honeywell chairman and chief executive officer edson spencer said the move is the last major step in honeywell s restructuring as the leading worldwide supplier of of automation and controls for buildings industry aerospace and defense honeywell is now focusing its management technical and financial resources on high market share business spencer said honeywell said it expects to be honeywell bull s largest customer purchasing computers for its own internal data processing for integration into honeywell buidling and industrial automation systems and for resale to the u s governement honeywell said his s federal systems division is now a wholly owned unit of honeywell inc and has been named honeywell federal systems inc honeywell said it accounted for his as a discontinued operation in and will account for its future interest on a cost basis recording any dividends as received honeywell bull said it will continue to develop its product line and build its business in integrated systems for networking database management and transaction processing the new company said its board will have nine members including the chairman and chief executive officer bull will have four members honeywell two and nec one the new company which began worldwide operations today said it added that jacques stern bull s chairman and chief executive officer will serve as honeywell bull s chairman of the board while jerome meyer formerly executive vice president of honeywell information systems was named president and chief executive officer reuter 
1218,business,southam to sell pct interest in brandon sun southam inc said it agreed to sell its pct interest in sun publishing co ltd which publishes the brandon sun to majority shareholder publisher lewis d whitehead terms were not disclosed southam said the proposed sale resulted from an offer made by whitehead whose family has had majority control of the newspaper since the brandon sun has daily circulation of reuter 
1219,business,first sarasota holders approve acquisitions first sarasota bancorp said its shareholders approved the acquisition of its city commercial bank subsidiary by first union corp s func first union national bank of florida the purchase price of the outstanding shares is about mln dlrs the transaction subject to regulatory approval is expected to be completed during the second quarter of after completing the city commercial acquisition and four other acquisitions having combined assets of mln dlrs first union will have assets of billion dlrs reuter 
1220,business,lsb lsb in pact to acquire northwest federal lsb industries inc said it entered into an agreement to acquire northwest federal savings and loan association of woodward oklahoma upon completion of the acquisition lsb would pay about mln dlrs to the shareholders of northwest and transfer to northwest federal certain assets having a net current appraised value of not less than mln dlrs at completion of this transaction northwest federal would be a subsidiary of lsb s non consolidated wholly owned financial subsidiary the acquisition is subject to obtaining approvals waivers and forbearances from the federal home loan bank board and other government approvals reuter 
1221,business,plaza group completes merger transaction plaza group said it completed a transaction in which it merged its wholly owned subsidiary flyfaire international inc into shefra inc a public company in return for a controlling interest in shefra with completion of the merger shefra changed its name to flyfaire international inc flyfaire with annual sales of mln dlrs is engaged in the wholesale vacation travel business reuter 
1222,business,hanson han to sell bond s delivery service hanson industries the u s arm of hanson trust plc said contracts have been exchanged in london for the sale of bond s delivery service to rockwood holdings plc for about mln dlrs in cash completion is subject to rockwood shareholder approval in its most recent financial year bond s which was purchased by hanson trust plc in its acquisition of imperial group plc in april made dlrs pre tax profit on sales of mln dlrs net tangible assets are mln dlrs hanson said reuter 
1223,business,westinghouse interested in merger of radio unit westinghouse electric corp wx said it is still open to a merger of its radio operations with general electrics co s ge nbc radio operations we have left the door open and ge is reassessing the merger and so are we westinghouse chairman douglas danforth told reuters at the conclusion of a meeting before analysts danforth said he continues to see value in a merger between westinghouse s radio operation and those of nbc discussions with nbc on the merger of the two companies radio units were suspended in december danforth reaffirmed that westinghouse is interested in acquisitions saying the company is leaning toward acquisitions in the mln to mln dlr range he said however that larger acquisitions are possible if they are the right fit danforth who earlier today said he expects earnings growth in the double digit range through said he is comfortable with analysts predictions of dlrs to dlrs a share this year in the company earned dlrs a share he said the company has targeted waste energy systems and hazardous waste removal as some of the emerging growth areas for the company reuter 
1224,business,french ministerial meeting held on cgct sale finance minister edouard balladur industry minister alain madelin and telecommunications minister gerard longuet met for more than an hour today to discuss the imminent sale of the french telephone switching group cie generale de constructions telephoniques a spokesman for longuet said no decision was announced as a result of the meeting and the french government has given itself until the end of next month to choose between the candidates the sale of cgct which controls pct of france s telephone market has been priced at mln francs and three international consortia are battling for the right to buy it west germany s siemens ag sieg f has teamed up with the french group jeumont schneider in opposition to a bid from the u s group att t n and the dutch philips telecommunications bv pglo as in association with the french telecommunications firm sat societe anonyme de telecommunications a third bid has been lodged by sweden s ab lm ericsson eric st allied with french defence electronics group matra matr pa and bouygues sa bouy pa reuter 
1225,business,borg warner up amid rumors irwin jacobs sold stock arbitrageurs say 
1226,business,minstar inc said it sold all mln of its borg warner shares 
1227,business,minstar inc said it is still interested in acquiring borg warner 
1228,business,corning glass works glw buys fiber optic stake corning glass works said it bought a pct interest in technology dynamics inc a woodinville wash company involved in research and development of fiber optic sensors the purchase price was not disclosed privately held technology dynamics plans to introduce its first line of fiber optic sensors later this year corning glass said reuter 
1229,business,btr nylex raises offer for borg warner australia btr nylex ltd said it will increase its takeover offer for borg warner corp s bor listed unit borg warner australia ltd bwa to five dlrs each from four dlrs for all issued ordinary and preference shares the new offer values the diversified auto parts manufacturer s mln ordinary shares and mln first participating preference shares at mln dlrs formal documents will be sent to shareholders as soon as possible it said in a brief statement btr nylex which manufactures rubber and plastic products first bid for bwa in late january as previously reported borg warner corp which owns pct of bwa s ordinary shares and pct of the preferences advised a month ago that it would not accept the offer this meant btr nylex s pct acceptance condition could not be met bwa said in a statement reporting its parent s decision bwa advised shareholders to ignore the offer and said other parties had expressed interest in bidding for it but no other bid has yet emerged btr nylex is a pct owned listed subsidiary of britain s btr plc btrx lon reuter 
1230,business,investor group puts pressure on gencorp gy an investor group trying to acquire gencorp inc said it would move to unseat the board of directors and take other action if gencorp refuses to discuss a billion dlr takeover bid general acquisition co a partnership of wagner and brown and afg industries inc afg reiterated in a statement sent to gencorp on friday that it was willing to negotiate its earlier offer of dlrs a share for the tire broadcasting plastics and aerospace conglomerate analysts have speculated gencorp could fetch at least to dlrs per share if broken up gencorp officials declined to comment on the statement but a spokesman reiterated a request to shareholders to wait until the board renders an opinion before making a decision on the offer gencorp has said a statement would be made on or before the company s annual meeting on tuesday general acquisition said the board could not carry out its duties to shareholders and make an informed decision until it has explored with us the ways in which our offer can be revised to provide greater value to your shareholders general acquisition added it was aware the board may be reviewing alternative transactions which might provide gencorp shareholders with a payment other than cash if that is the case you should recognise that our additional equity capital may very well enable us to offer cash and securities having greater value than gencorp could provide in any similarly structured transaction it said it added gencorp s board had an obligation to present any alternative proposal to shareholders in a way that allowed competing offers general acquisition requested it be given a chance to bid on a competitive and fair basis before any final decision was made on any other buyout proposal the statement repeated the request gencorp remove a poison pill preferred share purchase rights to shareholders making any takeover more expensive it said it might take legal action or seek the support of shareholders in calling a special meeting to replace the board and consider other proposals gencorp should not accept any other proposal containing defensive features it said reuter 
1231,business,woolworth holdings says it bidding mln stg for superdrug stores 
1232,business,woolworth bids mln stg for superdrug woolworth holdings plc wluk l said it would make a mln stg agreed bid for superdrug stores plc valuing the company s shares at about p each the offer would be made on the basis of new woolworth ordinary shares for every in superdrug woolworth said it had received acceptances from the holders of pct of superdrug shares the bid is woolworth s second attempt in recent months to acquire a retail chemist chain earlier this year it negotiated a possible bid for underwoods plc buit the talks were broken off two weeks ago full acceptance of the offer would involve the issue of about mln new woolworth shares or pct of the enlarged share capital a cash alternative would offer p for each share in superdrug members of the goldstein family have accepted the offer for mln shares which have not been underwritten another major shareholder rite aid corp s rite investments corp unit had accepted the offer for mln shares and would take the cash alternative for mln of these in the year to end january woolworth reported pretax profits sharply higher at mln stg after mln previously in the year to end february superdrug reported pretax profits of mln after mln previously on turnover that rose to mln from mln superdrug shares firmed to p from p on friday woolworth eased to p from p reuter 
1233,business,tesco buys pct of hillards tesco plc tsco l said county bank ltd had bought shares in hillards plc on its behalf increasing its stake to pct the shares were bought at p each tesco is making an opposed mln stg bid for hillards hillards shares at gmt were quoted one penny firmer at p while tesco was one penny easier at p reuter 
1234,business,wallenberg group raises stake in ericsson sweden s wallenberg group said it raised its holding in telecommunications maker telefon ab l m ericsson eric st to of the voting rights from pct the move by the knut and alice wallenberg foundation one of the institutions at the core of the group of companies formed by the late industrialist marcus wallenberg further consolidated group control over one of its key firms analysts said the foundation now controls pct of ericsson s voting rights with pct held by the group s investment companies ab investor and forvaltnings ab providentia the move comes after the wallenberg group fought off a hostile takeover bid earlier this month for match and packaging conglomerate swedish match ab smbs st from arms and chemical concern nobel industrier ab nobl st by increasing its stake in swedish match to pct from pct reuter 
1235,business,mannesmann buys indirect majority stake in sachs mannesmann ag mmwg f said it has reached a series of agreements giving it an indirect majority stake in the fichtel und sachs ag car parts group the takeover is contingent on approval from the federal cartel office in west berlin a spokesman said adding that mannesmann was confident the authorities would not block the purchase mannesmann is buying pct of mec sachs vermoegensholding which owns pct of sachs ag which in turn holds pct of fichtel und sachs the mec shares will be bought from the granddaughters of the firm s founder mannesmann is also purchasing a pct stake in fichtel und sachs from commerzbank ag cbkg f and has an option to buy the bank s remaining pct stake a company statement said in addition to these firm agreements mannesmann is also talking with the state owned steel group salzgitter ag salg h on buying its pct stake in fichtel und sachs this would give mannesmann around pct of fichtel und sachs salzgitter said it decided to give up its own original plans to seek a majority stake in sachs after holding talks with the government in bonn earlier this month mannesmann disclosed that it might want a majority stake in sachs after previously saying it was seeking to buy only a minority holding in the company which has annual turnover of billion marks and employs the acquisition is part of mannesmann s efforts to diversify into high technology areas and away from its previous reliance on steel and pipe making more a spokesman for the federal statistics office later said the anti cartel authorities would probably rule on the takeover in the new few weeks reuter 
1236,business,amylum chairman disappointed by ferruzzi cpc deal belgian starch manufacturer amylum nv is surprised and disappointed that its mln dlr offer for the european business of cpc international inc cpc n was apparently rejected in favour of a lower mln dlr bid by italy s gruppo ferruzzi chairman pierre callebaut said callebaut told reuters that amylum a leading starch and isoglucose manufacturer in which britain s tate and lyle plc tatl l holds a pct stake had made an undisclosed initial takeover offer for cpc s european corn wet milling business by the close of cpc s tender on march the offer was raised on march to a final mln dlrs in cash after cpc told amylum its initial bid was below ferruzzi s mln stg offer callebaut said on the same day cpc announced it had agreed in principle to sell its european business to ferruzzi in a mln dlr deal noting that ferruzzi was studying a public offering of shares in its unit european sugar france to fund the cpc takeover callebaut said amylum may still succeed in its bid for the time being we just await developments but i note that whereas our higher offer was in cash ferruzzi apparently is still organising finance callebaut said reuter 
1237,business,investor group puts pressure on gencorp gy an investor partnership seeking to acquire gencorp inc said it would attempt to unseat the company s board of directors and take other hostile actions if the firm refuses to discuss its billion dlr takeover bid general acquisition co comprising investors wagner and brown and glass maker afg industries also reiterated its willingness to negotiate with gencorp the partnership has earlier offered dlrs per share for gencorp a tire broadcasting plastics and aerospace conglommerate analysts have speculated that gencorp on a break up basis could fetch more than to dlrs per share gencorp officials had no comment on general acquisition s statement but a spokesman reiterated an earlier request to shareholders to wait until its board renders an opinion before making a decision on the general acquisition tender gencorp said its statement would be made on or before the company s annual meeting scheduled for tuesday general acquisition made its statement in a letter sent to the gencorp board on friday the partnership said it was willing to negotiate all points of its offer including price the group the board cannot fully carry out its fiduciary duties to gencorp shareholders and make a fully informed decision about its offer until it has thoroughly explored with us the ways in which our offer can be revised to provide greater value to your shareholders general acquisition said it is aware the board may be reviewing alternative transactions which might provide gencorp shareholders with a payment other than cash if that is the case you should recognize that our additional equity capital may very well enable us to offer cash and securities having greater value than gencorp could provide in any similarly structured transaction the partnership said general acquisition also said it believes that gencorp s board has an obligation to present any alternative transaction it may propose to shareholders in a manner that would allow for competing offers the partnership requested that if any other proposal is under consideration that it be given the same information available to gencorp s managers and advisers in constructing a proposal general acquisition said that if gencorp agrees to accept another buyout proposal that it also be given an opportunity to bid on a competitive and fair basis before any final decision is made general acquisition repeated its request that gencorp remove its poison pill or shareholders rights plan general acquisition said if gencorp does not allow an environment for fair competition it will take all steps necessary to create such an enviroment it said it may take legal action or seek the support of shareholders in calling a special meeting to replace the board and to consider other proposals it might develop general acquisition also said if the board decides to accept an alternate proposal it asked that it not accept a plan that would include defensive features reuter 
1238,business,united banks colorado ubks acquisition cleared united banks of colorado inc said it has received federal reserve board approval to acquire intrawest financial corp intw in an exhcnmage of united share for each intrawest share the company said the acquisition is still subject to day review by the u s justice department and is expected to be completed in the second quarter reuter 
1239,business,suffield s ssbk coastal csbk buy cleared suffield financial corp said it has received approvcal from the maine bureau of banking for its proposed acquisition of coastal bancorp of portland maine and the acquisition is expected to close around april one the approval was the last regulatory clearance required for the transaction reuter 
1240,business,marketing systems masy seeks acquisitions marketing systems of america inc said it has retained richter cohen and co to assist in efforts to redirect its business through merger or acquisition the company said as consideration for services to be renedered it has agreed to grant richter five year warrants to buy common shares at cts each exercisable starting in march and a negotiated fee on completion of any transaction it said it has the right to cancel the warrants after one year if no transaction has been completed reuter 
1241,business,skanska to take stake in canadian firm swedish construction and real estate company skanska ab skbs st said it will sell its pct holding in canadian building firm canadian foundation company ltd to rival banister continental ltd a company spokeswoman told reuters skanska will receive banister shares as payment giving the swedish group pct of the stock in the expanded banister firm she said skanska will also be appointing two board members to the canadian company reuter 
1242,business,news corp ltd to acquire harper and row publishers inc for dlrs share 
1243,business,canadian worldwide energy buys triton oil unit canadian worldwide energy ltd said it acquired triton energy corp s wholly owned canadian subsidiary triton petroleum ltd for the issue of mln common shares of canadian worldwide subject to regulatory approvals the company said the transaction will increase triton energy s holding in canadian worldwide to mln shrs or a pct fully diluted interest from mln shares triton petroleum s assets consist of proven oil reserves of mln barrels exploratory acreage and unspecified working capital and a significant tax loss carryforward canadian worldwide said it is optimistic the triton petroleum ltd acquisition will strengthen its financial and production base and permit acceleration of its conventional oil exploration program reuter 
1244,business,mobil france to take pct stake in primagaz mobil corp s mob mobil oil francaise unit said it will take a stake of about pct in the french butane and propane gas distribution company primagaz in exchange for the transfer to primagaz of mobil s small and medium bulk propane activity small and medium bulk propane sales totalled tonnes in and the transfer will increase total business of primagaz by about pct equal to extra customers a primagas spokesman said mobil will take the stake by means of a capital increase terms of which have not yet been established 
1245,business,morrison inc morr acquires custom management morrison inc a diversified food service company said it acquired custom management corp based in kingston penn for an undisclosed amount custom manages some food contract management operations and about environmental service accounts producing about mln dlrs in annual revenues reuter 
1246,business,bolt beranek bbn files for debenture offering bolt beranek and newman inc said it filed with the securities and exchange commission a registration statement covering a mln dlr issue of convertible subordinated debentures due a portion of the proceeds will be used to acquire all of the outstanding capital stock of network switching systems inc another part will allow bolt to exercise its option to purchase all of the limited partnership interests in bbn rs expert limited partnership with the rest used for general corporate purposes the company named painewebber merrill lynch and montgomery securities as underwriters reuter 
1247,business,henley group said has close to five pct or mln shares of santa fe southern pacific as investment 
1248,business,tenneco tgt buys unisys uis unit tenneco inc said its newport news shipbuilding subsidiary has completed the purchase of the sperry marine systems division of unisys corp for about mln dlrs sperry marine has annual revenues of about mln dlrs reuter 
1249,business,biogen bgenf may sell european operations biogen nv said as part of a program to reduce expenses it is in talks on the sale of its geneva switzerland operations the company gave no details reuter 
1250,business,bow valley industries bvi sets secondary issue bow valley industries ltd said it filed a preliminary short form prospectus in canada and the united states for a secondary offering of pct of outstanding common stock or common shares being sold by certain shareholders the company said bowcan holdings inc a holding company principally owned by the seaman brothers of calgary and charles rosner bronfman trust of montreal is offering to sell all of its holding of bow valley common shares the balance of the offering is owned directly and indirectly by various trusts of jean and charles degunzberg proceeds and expenses from the secondary offering of bow valley industries common shares are for the account of the selling shareholders the company said the shareholders will engage salomon brothers inc for distribution of the shares in the united states and mcleod young weir ltd for distribution in canada reuter 
1251,business,allegheny international sells wilkinson sword group for mln dlrs 
1252,business,henley heng has santa fe southern sfx stake henley group said in a k filing with the securities and exchange commission that it has mln shares or close to five pct of santa fe southern pacific corp a spokesman said in response to questions from reuters the henley spokesman said the filing was as of december but that the company still holds the shares it s an investment and we re very happy with it beyond that i have no comment the spokesman said reuter 
1253,business,combustion csp completes accuray acra buy combustion engineering inc said it has completed the previously announced acquisition of accuray corp in a merger trasaction that closed friday at dlrs per share reuter 
1254,business,oppenheimer has six pct of cyclops cyl oppenheimer the brokerage and investment subsidiary of oppenheimer group inc told the securities and exchange commission it has acquired shares of cyclops corp or pct of the total outstanding oppenheimer said it bought the stake in connection with risk arbitrage and other investment activities in the ordinary course of its business it said it has no plans to seek control of the company as of friday dixons group plc had acquired cyclops shares giving it pct of the total reuter 
1255,business,allegheny international ag sells wilkinson allegheny international inc said it sold its wilkinson sword consumer group to the swedish match co of stockholm for for mln dlrs after settlement of intercompany transactions between the wilkinson sword groups and allegheny the net payment by swedish match will amount to about mln dlrs the wilkinson sword group was transferred to the swedish match co today except for companies in certain countries where approval from government authorities is required the company said allegheny said it acquired a pct interest in wilkinson then known as wilkinson match ltd in and the remaining share in this divestiture is part of allegheny s overall restructuring program and strategy to concentrate primarily on its north american consumer products business the company said reuter 
1256,business,c o m b cmco sells three retail stores c o m b co said it sold three of its retail stores in omaha to bob cummins enterprises inc a retail closeout merchandiser it said the sale is consistent with its previously announced retail division restructuring plans reuter 
1257,business,heritage communications hci in special meeting heritage communications inc said it expects to hold a special shareholder meeting in may to consider its proposed acquisition by an investor group including members of senior management and tele communications inc tele the company said it is seeking to obtain all regulatory approvals needed to complete the transaction before or shortly after the special meeting heritage said it has filed preliminary proxy materials with the securities and exchange commission and has applied for a change of control of its broadcast licenses with the federal communications commission heritage it and tele communications made required hart scott rodino filings with the federal trade commission and justice department on march and respectively reuter 
1258,business,louisiana pacific lpx to buy wallboard plant louisiana pacific corp said it reached a non binding agreement in principle to buy a gypsum wallboard plant in seattle from norwest gypsum purchase price and other details of the agreement were not disclosed reuter 
1259,business,nobel s bofors to sell its singapore holding nobel industries sweden sa nobl st said its arms subsidiary ab bofors plans to sell its pct stake in allied ordnance co of singapore ltd because of its part in weapons exports which contravene swedish law the events we have uncovered are unacceptable and highly regrettable incidents in our company s history nobel chairman lars erik thunholm told a news conference nobel managing director anders carlberg said an internal inquiry has revealed an extensive network of international arms smuggling reuter 
1260,business,kaufman board kb units cut quaker ksf stake kaufman and board inc and its insurance subsidiaries said they lowered their stake in quaker state oil refining corp to shares or pct of the total outstanding from shares or pct in a filing with the securities and exchange commission the kaufman and board group which includes sun life group said it sold quaker state common shares between feb and march at prices ranging from to dlrs each reuter 
1261,business,businessman has pct of arden group ardna saul brandman a california business executive told the securities and exchange commission he has acquired shares of arden group inc or pct of the total outstanding common stock brandman chairman of domino of california inc a los angeles garment maker said he bought the stake for mln dlrs for investment purposes he said he may buy more arden group shares or he may sell some or all of his current stake he also said he has no plans to seek control of the company reuter 
1262,business,orange ojay in definitive pact to sell units orange julius international inc said it entered into a definitive agreement to sell orange julius of america and orange julius canada limited to h c holdings inc owned by branford castle inc a merchant banker members of its management and certain of its shareholders orange said the purchase price will consist of mln dlrs in cash and pct redeemable preferred pct of hc s common equity and the right for it to prospectively receive pct of certain royalties under a proposed licensing program it said hc also agreed to lend up to dlrs to it in advance of closing and it had already received dlrs orange julius announced the proposed sale of the units when a letter of intent was signed february the company said it is reviewing other offers to buy the units and if it decides to accept another offer it will pay hc an agreed upon amount and reimburse hc for its expenses reuter 
1263,business,investor has pct of allegheny int l ag a group of firms and funds controlled by new york investor mario gabelli said it has acquired the equivalent of shares of allegheny international or pct of the total outstanding in a filing with the securities and exchange commission the gabelli group said it bought the stake as part of its business and not in an effort to seek control of the company it said it may by more shares or sell some or all of its current stake the stake includes common shares and cumulative convertible preferred stock which could be converted into common shares reuter 
1264,business,clayton and dubilier inc sells burpee privately held clayton and dubilier inc said it has sold w atlee burpee co to a new company formed by wicks capital corp bankers trust new york corp bt and burpee management for undisclosed terms the garden supply company was acquired from itt corp itt in december along with o m scott and sons co reuter 
1265,business,investor group has circle express cexx stake an investor group controlled by new york investor david rocker told the securities and exchange commission it has acquired shares of circle express inc or pct of the total outstanding common stock the group rocker partners ltd and compass investments ltd said it bought the stake for investment purposes and not as part of an effort to seek control of the company reuter 
1266,business,vista management inc to make acquisition vista management inc said it has agreed to acquire general energy development inc for over dlrs in cash with financing to come from mortgage loans on the national auto service centers general energy operates reuter 
1267,business,golden poultry chik to make acquisition golden poultry co inc said it has signed a letter of intent to purchase privately held food distributor don lowe foods inc of pompano beach fla for undisclosed terms subject to approval by both boards it said tampa operations of lowe are not involved in the sale reuter 
1268,business,willcox and gibbs wg to make acquisition willcox and gibbs inc said it has agreed to acquire atlantia electric parts distributor b and w electric supply co for an undisclosed amount of cash b and w had sales of about eight mln dlrs in its most recent year willcox said it plans further expansion in the atlanta area reuter 
1269,business,hughes supply hug to make acquisition hughes supply inc said it has signed a letter of intent to acquire most of the assets of tri state supply inc a wholesale distributor of electrinical fixtures and supplies with sales for the year ending tomorrow of about mln dlrs terms were not disclosed it said clopsing is expected around april subject to approval by tri state s board and shareholders reuter 
1270,business,ohio mattress omt in acquisition settlement ohio mattress co said itr has executed a definitive agreement to acquire sealy mattress co of michigan inc the detroit licensee of ohio mattress s pct owned sealy inc subsidiary in a transaction that also involves a settlement between sealy and michigan sealy the company said on completion of the acquisition the sealy stock owned by michigan sealy will be redeemed raising ohio mattress interest in sealy to pct michigan sealy has been in litigation against sealy alleging violations of antitrust laws and sealy was recently found liable for mln dlrs in damages to michigan sealy under the acquisition agreement the company said sealy will enter into a cash settlement of its litigation with michigan sealy the company said shareholders of michigan sealy will receive a total of mln dlrs subject to adjustment from the acquisition and the settlement both of which are subject to regulatory approvals michigan sealy had sales of about mln dlrs in reuter 
1271,business,york international yrk to make acquisitions york international corp said it has agreed to acquire frick co and frigid coil frick inc for undisclosed terms the company said frick makes refrigeration equipment and compressors and frigid coil also makes refrigeration equipment together the two had revenues of about mln dlrs in the company said it hopes to complete the acquisition in may subject to its review of frick and frigid and regulatory approvals reuter 
1272,business,nuclear support nssi to buy itt itt henze nuclear support services inc said it agreed in principle to buy the business and assets of itt henze service from itt corp for an undisclosed amount henze which is engaged in performing nuclear plant repair work had revenues of mln dlrs for the year ended december for nuclear support a supplier of support personnel and services to the nuclear power industry had net income of mln dlrs on sales of mln dlrs reuter 
1273,business,colonial bancgroup clbga buys farmers colonial bancgroup said it acquired farmers and merchants bank a baldwin county bank with assets of mln dlrs through an exchange of stock valued at about mln dlrs colonial said it also signed letters of intent to acquire first federal bank in opelika athens limestone bank in athens jackson county bank in scottsboro and commercial national bank in demopolis with aggregate assets totaling mln dlrs reuter 
1274,business,rochester telephone rtc completes acquisition rochester telephone corp said it completed its acquisition of the enterprise telephone co based in new holland pa in exchange for stock valued at mln dlrs enterprises serves about access lines in lancaster county enterprise becomes the third operating telephone subsidiary of rochester telephone in pennsylvania and its sixth largest overall the company said reuter 
1275,business,home shopping hsn to purchase tv station home shopping network inc said its silver king broadcasting co inc unit entered a definitive contract to buy the broadcasting assets of tv station kwvt channel in the portland salem ore area for undisclosed terms additionally the company said kwvt which serves homes began broadcasting home shopping network full time this morning under an affiliation agreement home shopping also said it entered a definitive contract to buy tv station kpst channel in san francisco and kltj channel in dallas reuter 
1276,business,bass group says it has had talks on seeking control of taft broadcasting 
